"year","tag","num_questions","year_total"
2008,"markers",1,168541
2008,"registry",81,168541
2008,"linux-kernel",5,168541
2008,"mutex",25,168541
2008,"bit",6,168541
2008,"axis",19,168541
2008,"strawberry-perl",2,168541
2008,".net-services",1,168541
2008,"process",143,168541
2008,"vb.net",952,168541
2008,"dynamic-analysis",2,168541
2008,"memory-leaks",89,168541
2008,"fingerprint",4,168541
2008,"sql-server-2008",99,168541
2008,"emulation",22,168541
2008,"feedparser",2,168541
2008,"url-routing",18,168541
2008,"sqldatareader",6,168541
2008,"iostream",19,168541
2008,"rup",2,168541
2008,"workflow-activity",3,168541
2008,"css-frameworks",3,168541
2008,"tabbed-document-interface",1,168541
2008,"embeddedwebserver",3,168541
2008,"loading",16,168541
2008,"arduino",7,168541
2008,"guile",6,168541
2008,"getopt",5,168541
2008,"bookmarks",8,168541
2008,"shared-libraries",27,168541
2008,"disaster-recovery",3,168541
2008,"mib",3,168541
2008,"vcf",1,168541
2008,"file-management",8,168541
2008,"el",8,168541
2008,"halting-problem",4,168541
2008,"basic",2,168541
2008,"magicknet",1,168541
2008,"jdk1.5",3,168541
2008,"vhdl",8,168541
2008,"icccm",1,168541
2008,"passenger",8,168541
2008,"robotics",8,168541
2008,"array-initialize",3,168541
2008,"typeclass",3,168541
2008,"nt4",3,168541
2008,"dotimage",1,168541
2008,"netbios",5,168541
2008,"git-rebase",1,168541
2008,"universal-code",1,168541
2008,"inner-classes",4,168541
2008,"frustum",1,168541
2008,"adts",2,168541
2008,"sproutcore",2,168541
2008,"jt400",3,168541
2008,"load-data-infile",7,168541
2008,"dead-reckoning",2,168541
2008,"responsive-design",2,168541
2008,"time-precision",3,168541
2008,"nintendo-ds",6,168541
2008,"apartments",3,168541
2008,"cohesion",1,168541
2008,"owl",8,168541
2008,"missingmethodexception",1,168541
2008,"limit",10,168541
2008,"pull",3,168541
2008,"scientific-computing",6,168541
2008,"flash-memory",1,168541
2008,"rightfax",1,168541
2008,"office-2003",4,168541
2008,"overheating",1,168541
2008,"buildout",1,168541
2008,"sendto",1,168541
2008,"double-submit-prevention",1,168541
2008,"raiserror",1,168541
2008,"ripping",1,168541
2008,"sys-refcursor",1,168541
2008,"complex-data-types",1,168541
2008,"edge-detection",1,168541
2008,"site-mining",1,168541
2008,"wordprocessingml",1,168541
2008,"connection-leaks",1,168541
2008,"adventureworks",1,168541
2008,"kinterbasdb",1,168541
2008,"nested-queries",1,168541
2008,"hp-nonstop",1,168541
2008,"system-information",1,168541
2008,"mysql-select-db",1,168541
2008,"submit-button",1,168541
2008,"modi",1,168541
2008,"jinja2",1,168541
2008,"string",505,168541
2008,"graphics",184,168541
2008,"private",15,168541
2008,"white",2,168541
2008,"data-access-layer",43,168541
2008,"nullpointerexception",10,168541
2008,"windows-installer",130,168541
2008,"jpeg",29,168541
2008,"displaytag",5,168541
2008,"callable",4,168541
2008,"modal-dialog",30,168541
2008,"yield",13,168541
2008,"try-catch",27,168541
2008,"extjs",27,168541
2008,"function-pointers",15,168541
2008,"upgrade",36,168541
2008,"change-management",8,168541
2008,"pnunit",1,168541
2008,"jnlp",5,168541
2008,"flashplayer-10",2,168541
2008,"shortcuts",14,168541
2008,"eruby",3,168541
2008,"excel-formula",8,168541
2008,"google-maps",65,168541
2008,"database-connection",27,168541
2008,"windows-desktop-gadgets",4,168541
2008,"flickr",10,168541
2008,"finalizer",7,168541
2008,"lucene.net",28,168541
2008,"duplicate-data",12,168541
2008,"php4",5,168541
2008,"httpwebresponse",2,168541
2008,"anonymous-function",6,168541
2008,"cluster-analysis",8,168541
2008,"iso-8859-1",7,168541
2008,"touch-typing",4,168541
2008,"linq-to-entities",47,168541
2008,"scheduler",7,168541
2008,"commit",14,168541
2008,"treenode",3,168541
2008,"confluence",1,168541
2008,"editor",135,168541
2008,"workflow-foundation",47,168541
2008,"sql-server-ce",37,168541
2008,"project",11,168541
2008,"textures",16,168541
2008,"early-binding",1,168541
2008,"ptrace",2,168541
2008,"ms-access-2000",1,168541
2008,"phpeclipse",1,168541
2008,"simplexml",13,168541
2008,"midl",4,168541
2008,"dsn",7,168541
2008,"spell-checking",18,168541
2008,"visual-c++-6",48,168541
2008,"ria",20,168541
2008,"glibc",7,168541
2008,"views",22,168541
2008,"dbml",4,168541
2008,"sequences",10,168541
2008,"macos-carbon",9,168541
2008,"onpaint",6,168541
2008,"matlab",58,168541
2008,"rollover",6,168541
2008,"scoping",2,168541
2008,"git-commit",4,168541
2008,"c++",3098,168541
2008,"windows-live-messenger",1,168541
2008,"autosize",3,168541
2008,"void-pointers",2,168541
2008,"kml",7,168541
2008,"hashmap",24,168541
2008,"teamcity",24,168541
2008,"glut",14,168541
2008,"http-status-code-405",1,168541
2008,"show",1,168541
2008,"abstraction",17,168541
2008,"css-tables",14,168541
2008,"qt",115,168541
2008,"sound-synthesis",1,168541
2008,"subscriptions",4,168541
2008,"aspell",3,168541
2008,"linegraph",2,168541
2008,"filter",25,168541
2008,"finalize",3,168541
2008,"master-pages",59,168541
2008,"project-management",161,168541
2008,"hostname",3,168541
2008,"struts",62,168541
2008,"remote-desktop",19,168541
2008,"clob",3,168541
2008,"doctype",9,168541
2008,"idl",8,168541
2008,"closures",44,168541
2008,"fileloadexception",1,168541
2008,"flash-cs4",1,168541
2008,"doxygen",10,168541
2008,"sharepoint-upgrade",2,168541
2008,"offset",1,168541
2008,"portrait",2,168541
2008,"otool",1,168541
2008,"uniqueidentifier",8,168541
2008,"xsd.exe",4,168541
2008,"cookies",112,168541
2008,"updatepanel",44,168541
2008,"clipboard",30,168541
2008,"sqlanywhere",4,168541
2008,"alpha-transparency",1,168541
2008,"exe",12,168541
2008,"split",31,168541
2008,"xul",31,168541
2008,"testing-strategies",10,168541
2008,"database-administration",5,168541
2008,"data-warehouse",12,168541
2008,"capslock",2,168541
2008,"design-patterns",403,168541
2008,"cil",20,168541
2008,"draw",3,168541
2008,"contention",2,168541
2008,"filepath",4,168541
2008,"graph-layout",4,168541
2008,"function-exit",3,168541
2008,"software-design",7,168541
2008,"openbsd",2,168541
2008,"sqlclient",2,168541
2008,"ncurses",6,168541
2008,"bonjour",4,168541
2008,"sqlclr",8,168541
2008,"brainfuck",1,168541
2008,"zipfile",2,168541
2008,"indirection",2,168541
2008,"axapta",14,168541
2008,"tidy",4,168541
2008,"postfix-mta",3,168541
2008,"tooltip",22,168541
2008,"lan",5,168541
2008,"current-time",1,168541
2008,"recurrence",5,168541
2008,"amazon-s3",19,168541
2008,"wix",48,168541
2008,"mappoint",4,168541
2008,"asp.net-1.1",14,168541
2008,"time",97,168541
2008,"business-objects",12,168541
2008,"tk",5,168541
2008,"title-case",4,168541
2008,"sitemap",25,168541
2008,"mud",2,168541
2008,"information-hiding",3,168541
2008,"openinfowindowhtml",2,168541
2008,"xp-cmdshell",1,168541
2008,"htmlbutton",2,168541
2008,"appdomain",26,168541
2008,"benchmarking",32,168541
2008,"paging",21,168541
2008,"iprincipal",2,168541
2008,"volatile",9,168541
2008,"kernel",43,168541
2008,"usb-drive",7,168541
2008,"sdl",22,168541
2008,"crossdomain.xml",7,168541
2008,"shadow",3,168541
2008,"mocking",110,168541
2008,"marshalling",21,168541
2008,"ivr",7,168541
2008,"terrain",1,168541
2008,"actionscript-3",308,168541
2008,"return",18,168541
2008,"maps",27,168541
2008,"generator-expression",1,168541
2008,"gzipinputstream",1,168541
2008,"rpn",2,168541
2008,"language-specifications",1,168541
2008,"amazon-ec2",22,168541
2008,"buzzword-compliance",3,168541
2008,"ssis",78,168541
2008,"office-2007",19,168541
2008,"strong-typing",12,168541
2008,"mingw",17,168541
2008,"haml",6,168541
2008,"rfc3339",3,168541
2008,"street-address",18,168541
2008,"dynamic-linq",3,168541
2008,"checksum",13,168541
2008,"mamp",8,168541
2008,"fold",4,168541
2008,"hammingweight",2,168541
2008,"qt-linguist",1,168541
2008,"dump",12,168541
2008,"language-design",34,168541
2008,"autosave",1,168541
2008,"verilog",10,168541
2008,"jaxb",21,168541
2008,"hex-editors",4,168541
2008,"ireport",2,168541
2008,"hungarian-notation",6,168541
2008,"ksh",25,168541
2008,"httprequest",6,168541
2008,"hilo",1,168541
2008,"hsqldb",8,168541
2008,"quickbooks",6,168541
2008,"farpoint-spread",2,168541
2008,"prepared-statement",19,168541
2008,"microsoft-dynamics",9,168541
2008,"adobe-illustrator",3,168541
2008,"n73",1,168541
2008,"parent",9,168541
2008,"bug-tracking",43,168541
2008,"selectall",2,168541
2008,"microcontroller",15,168541
2008,"corruption",8,168541
2008,"file-locking",6,168541
2008,"hyperthreading",1,168541
2008,"render",8,168541
2008,"sxs",5,168541
2008,"setter",6,168541
2008,"itemscontrol",4,168541
2008,"aac",5,168541
2008,"policy",5,168541
2008,"macos",511,168541
2008,"filesystems",133,168541
2008,"functional-programming",151,168541
2008,"pointer-arithmetic",4,168541
2008,"licensing",56,168541
2008,"reportingservices-2000",1,168541
2008,"markup",23,168541
2008,"delphi-2009",57,168541
2008,"vbe",2,168541
2008,"in-place",2,168541
2008,"reduce",6,168541
2008,"survey",14,168541
2008,"markov-chains",2,168541
2008,"isapi-rewrite",3,168541
2008,"uiimagepickercontroller",2,168541
2008,"ecm",3,168541
2008,"rebuild",3,168541
2008,"shareware",4,168541
2008,"jquery-forms-plugin",2,168541
2008,"flexunit",3,168541
2008,"reference-manual",2,168541
2008,"xbap",7,168541
2008,"operations",2,168541
2008,"enforcement",1,168541
2008,"workspace",6,168541
2008,"yui-autocomplete",1,168541
2008,"php-internals",1,168541
2008,"sharepoint-2003",3,168541
2008,"infoview",1,168541
2008,"dynamic-memory-allocation",1,168541
2008,"pre-compilation",1,168541
2008,"bytebuffer",1,168541
2008,"vc8",2,168541
2008,"wql",1,168541
2008,"iokit",3,168541
2008,"winapp",1,168541
2008,"multimap",4,168541
2008,"maven-shade-plugin",1,168541
2008,"apc",3,168541
2008,"where-clause",6,168541
2008,"oniguruma",1,168541
2008,"caching-application-block",3,168541
2008,"controltemplates",3,168541
2008,"pragma",5,168541
2008,"qitemdelegate",1,168541
2008,"image.createimage",1,168541
2008,"dbase",4,168541
2008,"groupname",1,168541
2008,"gridlines",1,168541
2008,"iconnectionpoint",2,168541
2008,"construction",1,168541
2008,"delimited-text",2,168541
2008,"zero-pad",1,168541
2008,"sysex",2,168541
2008,"base-class",4,168541
2008,"il",4,168541
2008,"vcs-checkout",1,168541
2008,"class-method",2,168541
2008,"resume-download",2,168541
2008,"instaweb",1,168541
2008,"multiple-databases",1,168541
2008,"recurring",2,168541
2008,"telligent",1,168541
2008,"omnicomplete",3,168541
2008,"typewatch",1,168541
2008,"delay",2,168541
2008,"openoffice-writer",1,168541
2008,"spweb",4,168541
2008,"feature-driven",2,168541
2008,"isenabled",1,168541
2008,"recent-documents",1,168541
2008,"integrity",3,168541
2008,"gcal",1,168541
2008,"apache-zookeeper",1,168541
2008,"proxy-pattern",1,168541
2008,"simulink",2,168541
2008,"google-data",1,168541
2008,"droppable",2,168541
2008,"force-ide",1,168541
2008,"bpp",1,168541
2008,"ofbiz",2,168541
2008,"oggvorbis",1,168541
2008,"freeglut",1,168541
2008,"alsb",1,168541
2008,"waitforexit",1,168541
2008,"hash-code-uniqueness",2,168541
2008,"webos",1,168541
2008,"caa",1,168541
2008,"target-platform",1,168541
2008,"office-pia",1,168541
2008,"mstsc",1,168541
2008,"oracle-ucm",1,168541
2008,"chunks",1,168541
2008,"uibarbuttonitem",1,168541
2008,"fixedpage",1,168541
2008,"tthread",1,168541
2008,"string-split",1,168541
2008,"superfish",1,168541
2008,"zemanta",1,168541
2008,"connectexception",1,168541
2008,"code39",1,168541
2008,"resgen",1,168541
2008,"data-uri-scheme",1,168541
2008,"sieve",1,168541
2008,"ansi",7,168541
2008,"hsv",1,168541
2008,"cmdlet",2,168541
2008,"out",2,168541
2008,"class-design",40,168541
2008,"ping",10,168541
2008,"solid-principles",10,168541
2008,"pattern-recognition",4,168541
2008,"point",5,168541
2008,"mini-language",1,168541
2008,"sql-server",2061,168541
2008,"refactoring",162,168541
2008,"runtime",32,168541
2008,"tablet-pc",3,168541
2008,"html-content-extraction",15,168541
2008,"arcgis",5,168541
2008,"restful-authentication",8,168541
2008,"mod-ssl",1,168541
2008,"pageload",7,168541
2008,"beyondcompare",4,168541
2008,"svndump",1,168541
2008,"default",14,168541
2008,"line-numbers",4,168541
2008,"centralized",1,168541
2008,"vb6",230,168541
2008,"settings",45,168541
2008,"privileges",12,168541
2008,"session",186,168541
2008,"xquery",18,168541
2008,"subreport",2,168541
2008,"php-gtk",5,168541
2008,"axacropdf",2,168541
2008,"virtual-destructor",3,168541
2008,"text-to-speech",11,168541
2008,"uipickerview",2,168541
2008,"sql-types",1,168541
2008,"operating-system",99,168541
2008,"jsf",84,168541
2008,"datatable",57,168541
2008,"video-streaming",4,168541
2008,"struts2",25,168541
2008,"nlp",45,168541
2008,"garnet-os",9,168541
2008,"vm-implementation",7,168541
2008,"tapestry",7,168541
2008,"ehcache",6,168541
2008,"button",42,168541
2008,"lookup-tables",2,168541
2008,"movies",1,168541
2008,"rubygems",31,168541
2008,"awt",27,168541
2008,"csplitterwnd",2,168541
2008,"c#",7479,168541
2008,"extensibility",24,168541
2008,"out-of-memory",10,168541
2008,"share",8,168541
2008,"rmagick",4,168541
2008,"source-server",1,168541
2008,"twiki",2,168541
2008,"directory",85,168541
2008,"outlook-2007",7,168541
2008,"behavior",5,168541
2008,"outlook-object-model",3,168541
2008,"vsx",18,168541
2008,"notifications",14,168541
2008,"protection",16,168541
2008,"robustness",4,168541
2008,"oledb",40,168541
2008,"usb",47,168541
2008,"shell-extensions",5,168541
2008,"procedural",6,168541
2008,"shared-hosting",19,168541
2008,"microsoft-sync-framework",7,168541
2008,"reporting",73,168541
2008,"architecture",254,168541
2008,"postgresql",177,168541
2008,"jmx",20,168541
2008,"bit-shift",9,168541
2008,"blackberry",33,168541
2008,"working-directory",4,168541
2008,"debugbreak",5,168541
2008,"sajax",1,168541
2008,"constructor",83,168541
2008,"fxcop",23,168541
2008,"counting",3,168541
2008,"flashdevelop",6,168541
2008,"ipfw",1,168541
2008,"business-rules",3,168541
2008,"asynchronous",73,168541
2008,"testng",6,168541
2008,"iso",4,168541
2008,"reluctant-quantifiers",1,168541
2008,"cpan",22,168541
2008,"polymorphism",42,168541
2008,"nokia",9,168541
2008,"t4",15,168541
2008,"process-explorer",1,168541
2008,"graceful-degradation",4,168541
2008,"ip",19,168541
2008,"sql-server-2000",104,168541
2008,"google-apps",2,168541
2008,"toolkit",17,168541
2008,"signature",8,168541
2008,"inputstream",10,168541
2008,"ruby-on-rails",834,168541
2008,"iis-6",124,168541
2008,"bytearray",12,168541
2008,"ultrawingrid",8,168541
2008,"ip-address",31,168541
2008,"jakarta-ee",176,168541
2008,"visual-studio-2008",777,168541
2008,"urllib",8,168541
2008,"openjms",1,168541
2008,"number-formatting",4,168541
2008,"developer-machine",2,168541
2008,"converters",3,168541
2008,"jlabel",4,168541
2008,"psycopg2",2,168541
2008,"sandcastle",15,168541
2008,"mediawiki-extensions",1,168541
2008,"fileparse",5,168541
2008,"composite-key",2,168541
2008,"element",6,168541
2008,"maildir",1,168541
2008,"one-definition-rule",1,168541
2008,"cascade",13,168541
2008,"gaussian",3,168541
2008,"blogger",4,168541
2008,"treewidget",2,168541
2008,"nscell",1,168541
2008,"sos",2,168541
2008,"zend-paginator",1,168541
2008,"checkbox",28,168541
2008,"smartclient",7,168541
2008,"for-loop",30,168541
2008,"stdcall",1,168541
2008,"class-library",10,168541
2008,"ruby-on-rails-4",2,168541
2008,"trusted-timestamp",1,168541
2008,"identity-insert",1,168541
2008,"breadcrumbs",4,168541
2008,"proof",1,168541
2008,"passphrase",5,168541
2008,"updatesourcetrigger",1,168541
2008,"databound",4,168541
2008,"rails-activerecord",3,168541
2008,"tempdb",1,168541
2008,"git-gc",1,168541
2008,"uclinux",3,168541
2008,"rdp",6,168541
2008,"ajaxhelper",1,168541
2008,"system.data.sqlite",3,168541
2008,"ambiguity",4,168541
2008,"aero-glass",1,168541
2008,"database-performance",2,168541
2008,"advantage-database-server",4,168541
2008,"spying",1,168541
2008,"apachebench",1,168541
2008,"jsonschema",1,168541
2008,"std-pair",5,168541
2008,"octave",5,168541
2008,"istream",1,168541
2008,"mtj",1,168541
2008,"zend-auth",1,168541
2008,"thunderbird-lightning",1,168541
2008,"rdlc",14,168541
2008,"actionlink",6,168541
2008,"snmp",15,168541
2008,"hessian",2,168541
2008,"chunked-encoding",5,168541
2008,"method-dispatch",2,168541
2008,"aggregate",15,168541
2008,"jmockit",9,168541
2008,"pixel-shader",1,168541
2008,"file-comparison",1,168541
2008,"live",2,168541
2008,"folding",6,168541
2008,"system.configuration",5,168541
2008,"docbook",2,168541
2008,"rhino",2,168541
2008,"winlogon",1,168541
2008,"removing-whitespace",1,168541
2008,"webtest",7,168541
2008,"pdcurses",1,168541
2008,"byte",12,168541
2008,"spring-dm",1,168541
2008,"runonce",2,168541
2008,"beautifulsoup",8,168541
2008,"refer",1,168541
2008,"log-analysis",3,168541
2008,"vpc",1,168541
2008,"windows-media-encoder",2,168541
2008,"machine-code",2,168541
2008,"contacts",1,168541
2008,"lambda-calculus",6,168541
2008,"subset-sum",1,168541
2008,"streamwriter",1,168541
2008,"gtk#",5,168541
2008,"build-management",2,168541
2008,"dithering",1,168541
2008,"doctest",2,168541
2008,"remoteobject",2,168541
2008,"djgpp",1,168541
2008,"design-decisions",2,168541
2008,"ora-00905",1,168541
2008,"mta",3,168541
2008,"coordinates",2,168541
2008,"command-window",1,168541
2008,"openssh",4,168541
2008,"evc",2,168541
2008,"suppress-warnings",2,168541
2008,"blender",1,168541
2008,"differential-execution",1,168541
2008,"saxon",1,168541
2008,"dom-manipulation",1,168541
2008,"postdata",1,168541
2008,"debug-build",3,168541
2008,"input-button-image",2,168541
2008,"event-triggers",1,168541
2008,"least-squares",1,168541
2008,"unobtrusive",2,168541
2008,"joptionpane",2,168541
2008,"character-properties",6,168541
2008,"curve-fitting",1,168541
2008,"opos",1,168541
2008,"scribd",2,168541
2008,"jspinner",2,168541
2008,"ihttpasynchandler",2,168541
2008,"server-core",1,168541
2008,"ironclad",1,168541
2008,"visual-editor",1,168541
2008,"emacsclient",1,168541
2008,"mindmapping",1,168541
2008,"notificationservices",1,168541
2008,"tibco-gi",1,168541
2008,"visualvm",3,168541
2008,"pcm",1,168541
2008,"mex",2,168541
2008,"daab",1,168541
2008,"advanced-queuing",5,168541
2008,"changeset",1,168541
2008,"virtual-memory",2,168541
2008,"qcombobox",1,168541
2008,"linq-to-dataset",2,168541
2008,"nodester",1,168541
2008,"log4perl",1,168541
2008,"ora-06512",1,168541
2008,"infix-notation",2,168541
2008,"application-framework",1,168541
2008,"purify",2,168541
2008,"reference-counting",1,168541
2008,"iplimage",2,168541
2008,"stack-machine",1,168541
2008,"stack-unwinding",1,168541
2008,"wso2developerstudio",1,168541
2008,"typed",1,168541
2008,"pick",1,168541
2008,"requirements-management",2,168541
2008,"osascript",1,168541
2008,"radix-sort",1,168541
2008,"image-recognition",2,168541
2008,"covariant-return-types",1,168541
2008,"rightscale",1,168541
2008,"google-sites",1,168541
2008,"apt-get",1,168541
2008,"haproxy",3,168541
2008,"nano",1,168541
2008,"table-variable",2,168541
2008,"area",1,168541
2008,"triplestore",1,168541
2008,"ends-with",1,168541
2008,"mysql-error-1005",2,168541
2008,"visual-tree",1,168541
2008,"tiles2",2,168541
2008,"rfc3986",1,168541
2008,"git-stage",1,168541
2008,"cascade-filtering",1,168541
2008,"scalr",1,168541
2008,"ijg",1,168541
2008,"astoria",1,168541
2008,"data-scrubbing",2,168541
2008,"opendialog",1,168541
2008,"win32exception",1,168541
2008,"interstitial",1,168541
2008,"backcolor",1,168541
2008,"webproject",1,168541
2008,"zebra-printers",2,168541
2008,"mysql-error-1451",1,168541
2008,"intersystems",1,168541
2008,"webarchive",2,168541
2008,"dbtable",1,168541
2008,"saprfc",1,168541
2008,"spool",1,168541
2008,"httplib2",1,168541
2008,"non-virtual-interface",1,168541
2008,"javahg",1,168541
2008,"nativexml",1,168541
2008,"al.exe",1,168541
2008,"win32ole",1,168541
2008,"diffmerge",1,168541
2008,"cyclic-reference",1,168541
2008,"physical-design",1,168541
2008,"oledbexception",1,168541
2008,"activetcl",1,168541
2008,"php-shorttags",1,168541
2008,"system.in",1,168541
2008,"tabcontainer",1,168541
2008,"interaction",1,168541
2008,"jsplitpane",1,168541
2008,"generics",345,168541
2008,"rtp",2,168541
2008,"rpc",16,168541
2008,"task",17,168541
2008,"jbutton",7,168541
2008,"tag-cloud",7,168541
2008,"msmq-wcf",1,168541
2008,"refcounting",3,168541
2008,"xcode-template",2,168541
2008,"coding-style",253,168541
2008,"tinyos",1,168541
2008,"diagrams",1,168541
2008,"eula",1,168541
2008,"windows-server-2008",58,168541
2008,"client-side",27,168541
2008,"autocompleteextender",5,168541
2008,"piano",1,168541
2008,"automated-tests",71,168541
2008,"ienumerable",26,168541
2008,"require-once",3,168541
2008,"rake",18,168541
2008,"siebel",2,168541
2008,"https",74,168541
2008,"hierarchy",16,168541
2008,"datacontext",10,168541
2008,"double",24,168541
2008,"large-data-volumes",6,168541
2008,"flat-file",12,168541
2008,"datetime-parsing",2,168541
2008,"tcanvas",1,168541
2008,"quadtree",3,168541
2008,"social-media",1,168541
2008,"git",210,168541
2008,"scripting",254,168541
2008,"visualsvn",16,168541
2008,"duplication",5,168541
2008,"margin",6,168541
2008,"apache2",32,168541
2008,"whm",2,168541
2008,"floppy",1,168541
2008,"interpolation",10,168541
2008,"collaboration",23,168541
2008,"htmltext",1,168541
2008,"jquery-plugins",21,168541
2008,"logic",24,168541
2008,"rss",88,168541
2008,"dxperience",2,168541
2008,"recurring-billing",3,168541
2008,"int",18,168541
2008,"disabled-control",1,168541
2008,"restore",16,168541
2008,"configuration",234,168541
2008,"types",123,168541
2008,"compiler-construction",170,168541
2008,"deadlock",25,168541
2008,"ios",112,168541
2008,"shoes",11,168541
2008,"mouseover",6,168541
2008,"adorner",2,168541
2008,"winapi",536,168541
2008,"computer-science",51,168541
2008,"hardware",90,168541
2008,"asp.net-2.0",84,168541
2008,"code-analysis",45,168541
2008,"objectdatasource",17,168541
2008,"skin",4,168541
2008,"ado.net-entity-data-model",2,168541
2008,"acrobat",10,168541
2008,"osgi",18,168541
2008,"memory-editing",1,168541
2008,"color-scheme",8,168541
2008,"forms",209,168541
2008,"callstack",14,168541
2008,"code-formatting",20,168541
2008,"smarty",11,168541
2008,"final",10,168541
2008,"fantom",1,168541
2008,"echo",4,168541
2008,"oc4j",7,168541
2008,"rating",2,168541
2008,"panel",10,168541
2008,"agile",97,168541
2008,"volume",8,168541
2008,"ramaze",4,168541
2008,"outlining",3,168541
2008,"mouse-cursor",3,168541
2008,"build",82,168541
2008,"app-store",10,168541
2008,"string-comparison",2,168541
2008,"visitor-pattern",3,168541
2008,"pdc2008",3,168541
2008,"crtp",3,168541
2008,"versioning",66,168541
2008,"php-5.2",4,168541
2008,"controller",21,168541
2008,"sta",4,168541
2008,"hostheaders",5,168541
2008,"front-controller",3,168541
2008,"spring-jdbc",1,168541
2008,"ellipse",3,168541
2008,"mysqli",15,168541
2008,"tunnel",5,168541
2008,"machine.config",1,168541
2008,"repository",29,168541
2008,"com-interop",30,168541
2008,"xml-attribute",4,168541
2008,"docstring",2,168541
2008,"sugarcrm",3,168541
2008,"multiple-domains",3,168541
2008,"heap-memory",3,168541
2008,"tiddlywiki",2,168541
2008,"aspnet-compiler",3,168541
2008,"unchecked",1,168541
2008,"apply",1,168541
2008,"windows-networking",1,168541
2008,"encryption",173,168541
2008,"f#",96,168541
2008,"whois",4,168541
2008,"stdstring",17,168541
2008,"performancecounter",17,168541
2008,"gnu-make",5,168541
2008,"tinyxml",4,168541
2008,"similarity",2,168541
2008,"geocoding",16,168541
2008,"metaprogramming",42,168541
2008,"records",7,168541
2008,"debian",31,168541
2008,"python-stackless",2,168541
2008,"misv",2,168541
2008,"wm-command",1,168541
2008,"uikit",4,168541
2008,"dib",2,168541
2008,"microsoft-bits",3,168541
2008,"gitolite",1,168541
2008,"java-ee-5",6,168541
2008,"flash-10",1,168541
2008,"enumerators",1,168541
2008,"composite-application",1,168541
2008,"pfx",2,168541
2008,"server-push",5,168541
2008,"reversi",1,168541
2008,"png-8",1,168541
2008,"apache-camel",5,168541
2008,"multipart-mixed-replace",1,168541
2008,"ftell",1,168541
2008,"persian",1,168541
2008,"nemerle",4,168541
2008,"hostmonster",1,168541
2008,"result-of",1,168541
2008,"difflib",1,168541
2008,"smart-quotes",3,168541
2008,"relativesource",1,168541
2008,"diffie-hellman",2,168541
2008,"xulrunner",10,168541
2008,"server",2,168541
2008,"bounding-box",1,168541
2008,"updatepanelanimationexte",2,168541
2008,"openldap",2,168541
2008,"modalpopupextender",7,168541
2008,"name-decoration",6,168541
2008,"actor",1,168541
2008,"autorun",4,168541
2008,"progressive-enhancement",5,168541
2008,"screen-grab",1,168541
2008,"cython",1,168541
2008,"onmouseout",1,168541
2008,"elementtree",5,168541
2008,"activeresource",4,168541
2008,"sendmail",8,168541
2008,"table-structure",6,168541
2008,"python-sip",1,168541
2008,"manifest.mf",2,168541
2008,"listitem",2,168541
2008,"arabic",4,168541
2008,"task-tracking",2,168541
2008,"whitelist",5,168541
2008,"qt-contextmenu",1,168541
2008,"css-in-js",1,168541
2008,"uiviewcontroller",1,168541
2008,"visualhaskell",1,168541
2008,"corba",4,168541
2008,"instruments",2,168541
2008,"dci",1,168541
2008,"farpoint",1,168541
2008,"sendgrid",1,168541
2008,"innerhtml",4,168541
2008,"7zip",5,168541
2008,"scrollbars",4,168541
2008,"flash-cs3",5,168541
2008,"mantis",6,168541
2008,"compound-file",2,168541
2008,"freetype",1,168541
2008,"agile-processes",3,168541
2008,"maximize",4,168541
2008,"key-storage",1,168541
2008,"convex-optimization",1,168541
2008,"nsdate",3,168541
2008,"jmstemplate",1,168541
2008,"remote-server",2,168541
2008,"richtextediting",2,168541
2008,"jboss-mdb",1,168541
2008,"hgweb",1,168541
2008,"upx",1,168541
2008,"graphical-language",1,168541
2008,"python-2.7",3,168541
2008,"operator-keyword",2,168541
2008,"jing",1,168541
2008,"recursion-schemes",1,168541
2008,"running-total",1,168541
2008,"datarowcollection",1,168541
2008,"cout",2,168541
2008,"inbound",1,168541
2008,"security-roles",2,168541
2008,"uidatepicker",3,168541
2008,"freetextbox",1,168541
2008,"opennetcf",1,168541
2008,"java-7",2,168541
2008,"dwr",4,168541
2008,"oracle-sqldeveloper",5,168541
2008,"data-capture",1,168541
2008,"wcf-hosting",1,168541
2008,"static-site",1,168541
2008,"register-globals",1,168541
2008,"scope-resolution",1,168541
2008,"ternary-search-tree",1,168541
2008,"basic-authentication",4,168541
2008,"embedded-sql",1,168541
2008,"smtplib",2,168541
2008,"concave",1,168541
2008,"referential-transparency",1,168541
2008,"pcregrep",1,168541
2008,"qtwebkit",2,168541
2008,"boost-phoenix",2,168541
2008,"testdrivendesign",1,168541
2008,"u2",2,168541
2008,"matcher",1,168541
2008,"xml-deserialization",1,168541
2008,"outputstream",1,168541
2008,"jdb",2,168541
2008,"python-2.1",1,168541
2008,"query-parameters",1,168541
2008,"jgrapht",1,168541
2008,"rights",2,168541
2008,"gql",3,168541
2008,"echo2",1,168541
2008,"pass-data",1,168541
2008,"httppostedfile",1,168541
2008,"resource-scheduling",1,168541
2008,"process-elevation",1,168541
2008,"deadlines",1,168541
2008,"common-tasks",1,168541
2008,"google-street-view",2,168541
2008,"cldc",3,168541
2008,"clipping",1,168541
2008,"apache-commons-fileupload",2,168541
2008,"domino-designer-eclipse",1,168541
2008,"glsl",2,168541
2008,"simpletype",1,168541
